Model,Date,Basin_Subb,Basin_Numb,Basin_Name,Basin_Su_1,Pixel_Count,ET_MM,ET_INCH
SSEBOP,2003-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,44.950957,1.769723
SSEBOP,2003-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147257,11.129542,0.438171
SSEBOP,2003-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,40377,7.703173,0.303275
SSEBOP,2004-01-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,40377,16.543057,0.651301
SSEBOP,2004-02-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,144338,14.293506,0.562736
SSEBOP,2004-03-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,51.540446,2.029151
SSEBOP,2004-04-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,78.385969,3.086062
SSEBOP,2004-05-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,101.29722,3.98808
SSEBOP,2004-06-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,121.263599,4.774157
SSEBOP,2004-07-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,120.382682,4.739476
SSEBOP,2004-08-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,96.145119,3.785241
SSEBOP,2004-09-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,62.344789,2.454519
SSEBOP,2004-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,31.638363,1.245605
SSEBOP,2004-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147245,19.31235,0.760329
SSEBOP,2004-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,111661,15.552377,0.612298
SSEBOP,2025-01-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147242,12.974912,0.510823
SSEBOP,2025-02-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,14.432635,0.568214
SSEBOP,2025-03-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,35.559576,1.399983
SSEBOP,2025-04-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,74.042626,2.915064
SSEBOP,2025-05-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,117.670273,4.632688
SSEBOP,2025-06-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,133.687141,5.263273
SSEBOP,2025-07-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,127.479553,5.01888
SSEBOP,2025-08-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,107.161995,4.218976
SSEBOP,2025-09-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,79.990656,3.149238
SSEBOP,2025-10-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,147258,41.815772,1.64629
SSEBOP,2025-11-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,67033,19.384378,0.763164
SSEBOP,2025-12-01,1-005,1-005,SCOTT RIVER VALLEY,SCOTT RIVER VALLEY,132435,11.143089,0.438704
SSEBOP,2003-10-01,1-006,1-006,HAYFORK VALLEY,HAYFORK VALLEY,3115,31.140289,1.225996
